GeneID	length
ELP6	18070
ELSPBP1	30503
ELTD1	117047
EMB	45204
EMBP1	52777
EMC1	35896
EMC10	7050
EMC2	43284
EMC3	22887
EMC3-AS1	20111
EMC4	5169
EMC6	947
EMC7	17830
EMC8	20918
EMC9	2624
EMCN	122753
EMD	2287
EME1	8240
EME2	3011
EMG1	5222
EMID1	53686
EMILIN1	7831
EMILIN2	67063
EMILIN3	6893
EML1	148651
EML2	32620
EML3	10547
EML4	163211
EML5	177923
EML6	247008
EMP1	20107
EMP2	52261
EMP3	5182
EMR1	52905
EMR2	45038
EMR3	55802
EMR4P	38347
EMX1	17417
EMX2	7102
EMX2OS	60776
EN1	6013
EN2	6703
ENAH	166312
ENAM	18076
ENC1	14019
ENDOD1	42842
ENDOG	4177
ENDOU	15838
ENDOV	20347
ENG	37227
ENGASE	13667
ENHO	1998
ENKD1	3779
ENKUR	45709
ENO1	14335
ENO1-AS1	1050
ENO2	9246
ENO3	6043
ENO4	33090
ENOPH1	30696
ENOSF1	42291
ENOX1	520939
ENOX1-AS2	10637
ENOX2	279935
ENPEP	87265
ENPP1	87140
ENPP2	70326
ENPP3	110109
ENPP4	16736
ENPP5	11829
ENPP6	129256
ENPP7	11157
ENPP7P13	14899
ENSA	6268
ENTHD1	150746
ENTHD2	10815
ENTPD1	127732
ENTPD1-AS1	337030
ENTPD2	5953
ENTPD3	40232
ENTPD3-AS1	62358
ENTPD4	28580
ENTPD5	52846
ENTPD6	31022
ENTPD7	51740
ENTPD8	7086
ENY2	11638
EOGT	38683
EOMES	6767
EP300	87468
EP300-AS1	12287
EP400	130547
EP400NL	42058
EPAS1	89302
EPB41	219238
EPB41L1	127925
EPB41L2	211464
EPB41L3	172162
EPB41L4A	256696
EPB41L4A-AS1	1976
EPB41L4A-AS2	1398
EPB41L4B	115114
EPB41L5	129946
EPB42	23898
EPC1	58939
EPC2	142577
EPCAM	17881
EPDR1	31127
EPG5	119732
EPGN	8334
EPHA1	17781
EPHA1-AS1	115635
EPHA10	27030
EPHA2	31751
EPHA3	333716
EPHA4	154947
EPHA5	348734
EPHA5-AS1	23426
EPHA6	386970
EPHA7	123017
EPHA8	33096
EPHB1	465209
EPHB2	204493
EPHB3	20610
EPHB4	24957
EPHB6	10453
EPHX1	30392
EPHX2	53880
EPHX3	5814
EPHX4	33561
EPM2A	110552
EPM2AIP1	7439
EPN1	20096
EPN2	99339
EPN2-AS1	9666
EPN2-IT1	2996
EPN3	11064
EPO	2901
EPOR	7138
EPPIN	6192
EPPIN-WFDC6	11147
EPPK1	13141
EPRS	78059
EPS15	116460
EPS15L1	106038
EPS8	169436
EPS8L1	9802
EPS8L2	21608
EPS8L3	13943
EPSTI1	105884
EPT1	49806
EPX	12447
EPYC	41348
EQTN	12484
ERAL1	6030
ERAP1	40248
ERAP2	43763
ERAS	3357
ERBB2	32798
ERBB2IP	154470
ERBB3	14496
ERBB4	1162911
ERC1	498636
ERC2	960056
ERC2-IT1	2255
ERCC1	14434
ERCC2	15510
ERCC3	36832
ERCC4	32192
ERCC5	30161
ERCC6	84644
ERCC6-PGBD3	24226
ERCC6L	34352
ERCC6L2	118030
ERCC8	63865
EREG	23618
ERF	7340
ERG	225919
ERGIC1	118466
ERGIC2	40565
ERGIC3	15628
ERH	18182
ERI1	30536
ERI2	18208
ERI3	134210
ERI3-IT1	11298
ERICH1	91772
ERICH1-AS1	400173
ERICH2	14583
ERICH3	105628
ERICH3-AS1	42516
ERICH4	1608
ERICH5	29089
ERICH6	44087
ERICH6-AS1	16378
ERICH6B	74443
ERLEC1	31889
ERLIN1	35928
ERLIN2	13691
ERMAP	23648
ERMARD	29963
ERMN	8233
ERMP1	48510
ERN1	87113
ERN2	23196
ERO1L	56017
ERO1LB	66918
ERP27	19811
ERP29	9873
ERP44	119872
ERRFI1	14615
ERV3-1	16392
ERVFRD-1	9350
ERVK13-1	15051
ERVMER34-1	8124
ERVV-1	2490
ERVV-2	6390
ESAM	9205
ESCO1	71432
ESCO2	30367
ESD	25977
ESF1	70588
ESM1	7720
ESPL1	25345
ESPN	36157
ESPNL	32978
ESPNP	28940
ESR1	316188
ESR2	75003
ESRG	7734
ESRP1	66331
ESRP2	7687
ESRRA	10980
ESRRB	130491
ESRRG	465792
ESX1	4881
ESYT1	16475
ESYT2	98631
ESYT3	43842
ETAA1	13092
ETF1	36572
ETFA	95182
ETFB	15476
ETFDH	33277
ETHE1	20526
ETNK1	42404
ETNK2	21122
ETNPPL	21034
ETS1	85299
ETS2	19386
ETV1	97888
ETV2	3135
ETV3	9564
ETV3L	7766
ETV4	15193
ETV5	62796
ETV6	245538
ETV7	24599
EVA1A	73027
EVA1B	2124
EVA1C	102966
EVC	103108
EVC2	146640
EVI2A	5340
EVI2B	10343
EVI5	283709
EVI5L	26590
EVL	78823
EVPL	20581
EVPLL	11882
EVX1	5275
EVX1-AS	5801
EVX2	3856
EWSAT1	14974
EWSR1	30549
EXD1	48025
EXD2	52420
EXD3	65516
EXO1	41389
EXO5	7782
EXOC1	51429
EXOC2	208004
EXOC3	24076
EXOC3-AS1	1325
EXOC3L1	5826
EXOC3L2	21591
EXOC3L4	10414
EXOC4	521908
EXOC5	66424
EXOC6	217904
EXOC6B	646734
EXOC7	19904
EXOC8	5142
EXOG	30034
EXOSC1	10103
EXOSC10	33298
EXOSC2	11135
EXOSC3	5379
EXOSC4	2030
EXOSC5	10981
EXOSC6	1700
EXOSC7	35820
EXOSC8	9074
EXOSC9	15705
EXPH5	88217
EXT1	312457
EXT2	149666
EXTL1	14684
EXTL2	22808
EXTL3	52218
EXTL3-AS1	3062
EYA1	161999
EYA2	294230
EYA3	113282
EYA4	290707
EYS	1149332
EZH1	44779
EZH2	76810
EZR	53126
EZR-AS1	4262
F10	26731
F10-AS1	1892
F11	23718
F11-AS1	214961
F11R	26133
F12	7439
F13A1	176614
F13B	28077
F2	20314
F2R	19728
F2RL1	16308
F2RL2	7942
F2RL3	3005
F3	12682
F5	74578
F7	14894
F8	118724
F8A1	1702
F8A2	1116
F8A3	1116
F9	32723
FA2H	61874
FAAH	19582
FAAH2	202520
FAAHP1	11876
FABP1	5143
FABP12	6270
FABP2	4912
FABP3	7824
FABP4	4742
FABP5	4295
FABP5P3	6121
FABP6	33444
FABP7	4573
FABP9	3141
FADD	4240
FADS1	17433
FADS2	47142
FADS3	18023
FADS6	16468
FAF1	519002
FAF2	61720
FAH	33692
FAHD1	9214
FAHD2A	10432
FAHD2B	11260
FAHD2CP	12586
FAIM	24578
FAIM2	37082
FAIM3	18700
FALEC	2276
FAM101A	26861
FAM101B	5961
FAM102A	25042
FAM102B	78979
FAM103A1	4855
FAM104A	24107
FAM104B	16735
FAM105A	34397
FAM106A	2281
FAM106B	1759
FAM106CP	1759
FAM107A	28452
FAM107B	100639
FAM109A	8471
FAM109B	5188
FAM110A	9106
FAM110B	155165
FAM110C	7775
FAM110D	3609
FAM111A	11420
FAM111B	20231
FAM114A1	78012
FAM114A2	47229
FAM115A	45179
FAM115C	74001
FAM117A	53832
FAM117B	134580
FAM118A	32404
FAM118B	51261
FAM120A	97361
FAM120AOS	7093
FAM120B	107205
FAM120C	79769
FAM122A	3646
FAM122B	27301
FAM122C	24688
FAM124A	61908
FAM124B	23297
FAM126A	72893
FAM126B	97952
FAM127A	1243
FAM127B	1259
FAM127C	2033
FAM129A	183560
FAM129B	68725
FAM129C	29632
FAM131A	9568
FAM131B	9126
FAM131C	15864
FAM132A	4277
FAM132B	9884
FAM133A	38262
FAM133B	29556
FAM133CP	2519
FAM133DP	29329
FAM134A	7259
FAM134B	89991
FAM134C	29920
FAM135A	143426
FAM135B	366800
FAM136A	6113
FAM138A	1471
FAM138B	1471
FAM138C	1471
FAM138D	1473
FAM138E	1471
FAM138F	1471
FAM13A	144175
FAM13A-AS1	20315
FAM13B	95161
FAM13C	116541
FAM149A	25657
FAM149B1	74063
FAM150A	31425
FAM150B	8748
FAM151A	14351
FAM151B	54583
FAM153A	57141
FAM153B	51090
FAM153C	42122
FAM154A	110964
FAM154B	22116
FAM155A	698582
FAM155A-IT1	48098
FAM155B	27274
FAM156A	41473
FAM156B	9172
FAM157A	28492
FAM157B	27536
FAM157C	75343
FAM159A	23672
FAM159B	27883
FAM160A1	254387
FAM160A2	23378
FAM160B1	60528
FAM160B2	15178
FAM161A	29296
FAM161B	17423
FAM162A	25939
FAM162B	13527
FAM163A	73036
FAM163B	1832
FAM166A	4210
FAM166B	2070
FAM167A	45304
FAM167A-AS1	70256
FAM167B	1644
FAM168A	197712
FAM168B	45556
FAM169A	89040
FAM169B	77221
FAM170A	6264
FAM170B	2865
FAM170B-AS1	29709
FAM171A1	159415
FAM171A2	10135
FAM171B	69724
FAM172A	493974
FAM172BP	5021
FAM173A	1449
FAM173B	24402
FAM174A	51436
FAM174B	38353
FAM175A	24197
FAM175B	34886
FAM177A1	37529
FAM177B	13445
FAM178A	33635
FAM178B	50739
FAM179A	70933
FAM179B	112219
FAM180A	19249
FAM180B	2517
FAM181A	5637
FAM181A-AS1	21643
FAM181B	1861
FAM182A	32304
FAM182B	32236
FAM183A	8474
FAM183B	1744
FAM183CP	32095
FAM184A	165850
FAM184B	149427
FAM185A	60274
FAM186A	69311
FAM186B	20450
FAM187B	3925
FAM188A	82345
FAM188B	120970
FAM189A1	450473
FAM189A2	65506
FAM189B	8279
FAM192A	33599
FAM193A	107144
FAM193B	34759
FAM195A	6626
FAM195B	10934
FAM196A	60733
FAM196B	117026
FAM197Y2	5603
FAM197Y5	5603
FAM198A	78449
FAM198B	48310
FAM199X	29427
FAM19A1	547726
FAM19A2	484592
FAM19A3	6668
FAM19A4	200847
FAM19A5	219053
FAM200A	5835
FAM200B	8719
FAM201A	2193
FAM204A	33268
FAM205A	6486
FAM205BP	8320
FAM206A	6565
FAM207A	36934
FAM208A	53446
FAM208B	78903
FAM209A	1424
FAM209B	3273
FAM20A	51663
FAM20B	50629
FAM20C	107772
FAM210A	63246
FAM210B	9736
FAM212A	1777
FAM212B	25548
FAM212B-AS1	7958
FAM213A	22844
FAM213B	4792
FAM214A	88453
FAM214B	11776
FAM215A	780
FAM216A	21961
FAM216B	10000
FAM217A	10865
FAM217B	10467
FAM218A	2174
FAM219A	60387
FAM219B	7135
FAM21A	65622
FAM21C	65765
FAM21EP	46622
FAM220A	19551
FAM221A	22537
FAM221B	11731
FAM222A	56126
FAM222A-AS1	39279
FAM222B	84328
FAM223A	710
FAM223B	710
FAM224A	4292
FAM224B	4294
FAM225A	6951
FAM225B	6955
FAM226A	2022
FAM226B	2022
FAM227A	78510
FAM227B	292527
FAM228A	16656
FAM228B	77229
FAM229A	974
FAM229B	15320
FAM230B	25254
FAM230C	36720
FAM231A	510
FAM231D	4293
FAM24A	2411
FAM24B	30548
FAM24B-CUZD1	47487
FAM25A	4442
FAM25BP	4519
FAM25C	4479
FAM25G	4461
FAM26D	29856
FAM26E	6902
FAM26F	2402
FAM27B	1261
FAM27C	1257
FAM27E2	1768
FAM27E3	1682
FAM27L	1130
FAM32A	6646
FAM35A	96270
FAM35BP	41505
FAM35DP	41519
FAM3A	10077
FAM3B	40994
FAM3C	47518
FAM3D	32892
FAM41AY1	15781
FAM41AY2	15781
FAM41C	8732
FAM43A	3145
FAM43B	2582
FAM45A	33920
FAM45B	18128
FAM46A	6982
FAM46B	7823
FAM46C	22408
FAM46D	67336
FAM47A	2579
FAM47B	2122
FAM47C	3308
FAM47E	50914
FAM47E-STBD1	59431
FAM49A	116405
FAM49B	130992
FAM50A	6530
FAM50B	1920
FAM53A	44264
FAM53B	125068
FAM53B-AS1	10733
FAM53C	11955
FAM57A	10229
FAM57B	6439
FAM58A	11250
FAM60A	45615
FAM63A	10628
FAM63B	86342
FAM64A	6651
FAM65A	15606
FAM65B	103492
FAM65C	87219
FAM66A	48983
FAM66B	53744
FAM66C	20792
FAM66D	35408
FAM66E	53743
FAM69A	104375
FAM69B	12147
FAM69C	21541
FAM71A	2332
FAM71B	3936
FAM71C	2365
FAM71D	39158
FAM71E1	9959
FAM71E2	8345
FAM71F1	18914
FAM71F2	15602
FAM72A	16164
FAM72B	16677
FAM72C	16636
FAM72D	16692
FAM73A	99917
FAM73B	35099
FAM74A1	5894
FAM74A3	7156
FAM74A4	7114
FAM74A6	5946
FAM74A7	7155
FAM76A	36934
FAM76B	20849
FAM78A	18442
FAM78B	96703
FAM81A	85380
FAM81B	59097
FAM83A	29669
FAM83A-AS1	1572
FAM83B	98329
FAM83C	6692
FAM83C-AS1	522
FAM83D	26749
FAM83E	12838
FAM83F	35091
FAM83G	33680
FAM83H	9812
FAM83H-AS1	12198
FAM84A	7359
FAM84B	6029
FAM86B1	12012
FAM86B2	10729
FAM86B3P	12705
FAM86C1	13724
FAM86C2P	13570
FAM86DP	13564
FAM86EP	13622
FAM86FP	11898
FAM86HP	13652
FAM86JP	13424
FAM87A	7244
FAM87B	2464
FAM89A	21292
FAM89B	1850
FAM8A1	11433
FAM90A1	6359
FAM90A10P	1730
FAM90A25P	3512
FAM90A27P	2060
FAM90A2P	3814
FAM90A7P	6789
FAM91A1	46809
FAM92A1	28744
FAM92A1P2	2455
FAM92B	14157
FAM95A	5859
FAM95B1	5650
FAM95C	4806
FAM96A	21450
FAM96B	2369
FAM98A	15702
FAM98B	33584
FAM98C	5954
FAM99A	2258
FAM99B	2360
FAM9A	10565
FAM9B	9896
FAM9C	9182
FAN1	15751
FANCA	58838
FANCB	29656
FANCC	214780
FANCD2	74367
FANCD2OS	15504
FANCE	14744
FANCF	3309
FANCG	6179
FANCI	73169
FANCL	82138
FANCM	64958
FANK1	113054
FANK1-AS1	1086
FAP	72852
FAR1	63688
FAR2	136867
FAR2P1	25133
FAR2P2	11794
FARP1	238698
FARP2	119390
FARS2	510233
FARSA	11275
FARSB	84913
FAS	25255
FAS-AS1	1552
FASLG	7865
FASN	19893
FASTK	4263
FASTKD1	44170
FASTKD2	30800
FASTKD3	9879
FASTKD5	13368
FAT1	136051
FAT2	64853
FAT3	544374
FAT4	176521
FATE1	7157
FAU	1574
FAXC	76739
FAXDC2	32162
FBF1	30502
FBL	11962
FBLIM1	20059
FBLL1	1058
FBLN1	69389
FBLN2	82760
FBLN5	78292
FBLN7	49830
FBN1	237483
FBN2	280135
FBN3	82099
FBP1	36807
FBP2	35119
FBRS	6354
FBRSL1	94617
FBXL12	8789
FBXL13	261913
FBXL14	28173
FBXL15	3323
FBXL16	13326
FBXL17	523066
FBXL18	37972
FBXL19	24969
FBXL19-AS1	3951
FBXL2	109822
FBXL20	149013
FBXL21	11362
FBXL22	5069
FBXL3	21943
FBXL4	68530
FBXL5	51029
FBXL6	3096
FBXL7	438980
FBXL8	4187
FBXO10	65362
FBXO11	90337
FBXO15	74462
FBXO16	61910
FBXO17	26704
FBXO18	46505
FBXO2	6471
FBXO21	46716
FBXO22	29942
FBXO22-AS1	448
FBXO24	12625
FBXO25	63068
FBXO27	8574
FBXO28	47961
FBXO3	30682
FBXO3-AS1	972
FBXO30	16650
FBXO31	60964
FBXO32	40330
FBXO33	36128
FBXO34	81620
FBXO36	90619
FBXO38	58902
FBXO39	11414
FBXO4	14155
FBXO40	36970
FBXO41	14949
FBXO42	105652
FBXO43	12512
FBXO44	8592
FBXO45	20206
FBXO46	20265
FBXO47	30971
FBXO48	4886
FBXO5	12814
FBXO6	10260
FBXO7	23767
FBXO8	47593
FBXO9	33730
FBXW10	35337
FBXW11	145322
FBXW12	22482
FBXW2	36487
FBXW4	84323
FBXW4P1	2233
FBXW5	4322
FBXW7	107704
FBXW8	120193
FBXW9	7726
FCAMR	12659
FCAR	16977
FCER1A	18511
FCER1G	3952
FCER2	12501
FCF1	23541
FCGBP	86571
FCGR1A	9825
FCGR1B	9437
FCGR1C	9010
FCGR2A	14156
FCGR2B	15540
FCGR2C	19882
FCGR3A	8625
FCGR3B	8199
FCGRT	13700
FCHO1	38972
FCHO2	134542
FCHSD1	12118
FCHSD2	305354
FCN1	8376
FCN2	6709
FCN3	5715
FCRL1	25747
FCRL2	31400
FCRL3	22670
FCRL4	24332
FCRL5	39144
FCRL6	14811
FCRLA	7381
FCRLB	5713
FDCSP	9181
FDFT1	36929
FDPS	11886
FDPSP2	4981
FDX1	34948
FDX1L	5805
FDXACB1	5402
FDXR	10003
FECH	41897
FEM1A	3844
FEM1B	18063
FEM1C	23984
FEN1	4606
FENDRR	27766
FER	439851
FER1L4	48978
FER1L5	62149
FER1L6	268076
FER1L6-AS1	56646
FER1L6-AS2	125452
FERD3L	640
FERMT1	48700
FERMT2	93088
FERMT3	17212
FES	11031
FETUB	12649
FEV	4571
FEZ1	29338
FEZ2	45929
FEZF1	3203
FEZF1-AS1	6420
FEZF2	3844
FFAR1	923
FFAR2	2053
FFAR3	1902
FFAR4	23408
FGA	6544
FGB	9784
FGD1	50713
FGD2	23423
FGD3	74332
FGD4	139348
FGD5	115604
FGD5-AS1	4992
FGD5P1	3892
FGD6	140716
FGF1	79969
FGF10	83688
FGF10-AS1	25258
FGF11	5586
FGF12	428932
FGF12-AS1	44466
FGF13	357369
FGF13-AS1	4495
FGF14	438356
FGF14-AS1	6137
FGF14-AS2	1128
FGF14-IT1	102200
FGF16	2367
FGF17	6056
FGF18	37964
FGF19	6101
FGF2	71528
FGF20	9341
FGF21	2239
FGF22	3744
FGF23	11502
FGF3	9457
FGF4	2375
FGF5	23871
FGF6	11473
FGF7	64149
FGF8	6746
FGF9	33426
FGFBP1	3171
FGFBP2	2997
FGFBP3	2914
FGFR1	57367
FGFR1OP	43102
FGFR1OP2	26310
FGFR2	117717
FGFR3	15561
FGFR4	10602
FGFRL1	14813
FGG	8396
FGGY	406739
FGL1	31081
FGL2	6463
FGR	17061
FH	22229
FHAD1	150855
FHDC1	36714
FHIT	1502098
FHL1	48020
FHL2	48260
FHL3	8746
FHL5	54089
FHOD1	18134
FHOD3	482364
FIBCD1	36523
FIBIN	3005
FIBP	4800
FICD	4330
FIG4	134211
FIGF	38823
FIGLA	13334
FIGN	128396
FIGNL1	6262
FIGNL2	14026
FILIP1	151724
FILIP1L	132472
FIP1L1	82284
FIRRE	127994
FIS1	5479
FITM1	1384
FITM2	4693
FIZ1	8157
FJX1	2687
FKBP10	10508
FKBP11	2978
FKBP14	16219
FKBP15	55842
FKBP1A	23284
FKBP1A-SDCBP2	83262
FKBP1AP1	2164
FKBP1B	13967
FKBP2	2740
FKBP3	18931
FKBP4	10480
FKBP5	123518
FKBP6	30439
FKBP7	14965
FKBP8	11816
FKBP9	42171
FKBP9P1	11767
FKBPL	1584
FKRP	12530
FKSG29	608
FKTN	82989
FLAD1	8793
FLCN	20497
FLG	23029
FLG-AS1	41430
FLG2	11270
FLI1	121197
FLII	13980
FLJ10038	5942
FLJ12825	63981
FLJ13224	1630
FLJ16171	76650
FLJ16779	7638
FLJ20021	1107
FLJ21408	22264
FLJ22447	84174
FLJ22763	13391
FLJ23867	2716
FLJ25758	1463
FLJ26245	10073
FLJ26850	16116
FLJ27354	8046
FLJ30679	1980
FLJ31104	8481
FLJ31356	10264
FLJ31662	4620
FLJ32255	7935
FLJ33360	26852
FLJ33534	32326
FLJ33581	24822
FLJ34503	17256
FLJ35934	3230
FLJ36000	9009
FLJ36777	5953
FLJ37035	14204
FLJ37201	6629
FLJ37453	13933
FLJ37505	17023
FLJ38122	6993
FLJ38576	2459
FLJ39080	158487
FLJ40194	10423
FLJ40288	79976
FLJ41200	24950
FLJ41278	93749
FLJ41941	8584
FLJ42102	17609
FLJ42351	2351
FLJ42393	2266
FLJ42627	7148
FLJ42969	24198
FLJ43315	44663
FLJ43681	13908
FLJ43879	6968
FLJ44511	4842
FLJ44635	17567
FLJ45079	5087
FLJ45513	2928
FLJ46066	39393
FLJ46284	73099
FLJ46906	5621
FLNA	26107
FLNB	163856
FLNC	28846
FLOT1	13255
FLOT2	18359
FLRT1	15284
FLRT2	97783
FLRT3	13675
FLT1	131870
FLT3	97319
FLT3LG	11953
FLT4	44996
FLVCR1	41109
FLVCR1-AS1	1535
FLVCR2	56140
FLYWCH1	33704
FLYWCH2	16188
FMN1	258876
FMN2	383305
FMNL1	25392
FMNL2	314598
FMNL3	69474
FMO1	35145
FMO2	27476
FMO3	26942
FMO4	27902
FMO5	40043
FMO6P	23824
FMO9P	21321
FMOD	10809
FMR1	39179
FMR1-AS1	12728
FMR1NB	45339
FN1	66579
FN3K	15622
FN3KRP	11312
FNBP1	156008
FNBP1L	106531
FNBP4	50925
FNDC1	102712
FNDC3A	199922
FNDC3B	360612
FNDC4	3377
FNDC5	9106
FNDC7	29812
FNDC8	9121
FNDC9	4123
FNIP1	155350
FNIP2	137773
FNTA	29491
FNTB	75864
FOCAD	337647
FOCAD-AS1	1449
FOLH1	62036
FOLH1B	39422
FOLR1	6034
FOLR2	5176
FOLR3	4164
FOPNL	22931
FOS	3457
FOSB	7185
FOSL1	8391
FOSL2	21738
FOXA1	5569
FOXA2	3960
FOXA3	9538
FOXB1	1722
FOXB2	1299
FOXC1	3449
FOXC2	1681
FOXC2-AS1	2617
FOXCUT	1826
FOXD1	2268
FOXD2	4675
FOXD2-AS1	2507
FOXD3	2068
FOXD3-AS1	2375
FOXD4	2187
FOXD4L1	2067
FOXD4L3	2218
FOXD4L4	1251
FOXD4L5	3109
FOXD4L6	2725
FOXE1	3461
FOXE3	1981
FOXF1	3938
FOXF2	5764
FOXG1	3206
FOXG1-AS1	40078
FOXH1	2604
FOXI1	3813
FOXI2	3913
FOXI3	4328
FOXJ1	4966
FOXJ2	22760
FOXJ3	158784
FOXK1	89145
FOXK2	84890
FOXL1	3190
FOXL2	2917
FOXL2NB	6755
FOXM1	19475
FOXN1	14217
FOXN2	64640
FOXN3	361959
FOXN3-AS1	2440
FOXN3-AS2	1261
FOXN4	31243
FOXO1	110934
FOXO3	124424
FOXO3B	7259
FOXO4	7386
FOXO6	21661
FOXP1	421053
FOXP1-AS1	16097
FOXP2	307078
FOXP3	14392
FOXP4	55959
FOXP4-AS1	23576
FOXQ1	2319
FOXR1	9579
FOXR2	2789
FOXRED1	9058
FOXRED2	19887
FOXS1	1318
FPGS	11143
FPGT	10491
FPGT-TNNI3K	306468
FPR1	6126
FPR2	8232
FPR3	30924
FRA10AC1	34690
FRAS1	437882
FRAT1	2651
FRAT2	2205
FREM1	110599
FREM2	200095
FREM3	123268
FRG1	22386
FRG1B	22129
FRG2	2889
FRG2B	1697
FRG2C	2882
FRG2DP	3183
FRG2EP	2888
FRK	119229
FRMD1	23078
FRMD3	185129
FRMD4A	687161
FRMD4B	217522
FRMD5	324322
FRMD6	103197
FRMD6-AS1	2227
FRMD6-AS2	99382
FRMD7	51030
FRMD8	26955
FRMD8P1	1800
FRMPD1	95850
FRMPD2	68462
FRMPD2B	18646
FRMPD3	82795
FRMPD3-AS1	32839
FRMPD4	586058
FRRS1	57091
FRRS1L	29991
FRS2	109443
FRS3	9730
FRY	265340
FRY-AS1	7581
FRYL	282937
FRZB	33494
FSBP	9241
FSCB	3146
FSCN1	13852
FSCN2	8740
FSCN3	8163
FSD1	19253
FSD1L	84326
FSD2	50706
FSHB	4262
FSHR	192371
FSIP1	182808
FSIP2	94662
FST	6041
FSTL1	56858
FSTL3	7004
FSTL4	416072
FSTL5	780143
FTCD	19047
FTCDNL1	90638
FTH1	3376
FTH1P18	913
FTH1P3	954
FTHL17	813
FTL	1571
FTLP10	30179
FTMT	874
FTO	410505
FTO-IT1	981
FTSJ1	10344
FTSJ2	7908
FTSJ3	8239
FTX	265439
FUBP1	31443
FUBP3	58780
FUCA1	23288
FUCA2	17072
FUK	25680
FUNDC1	19337
FUNDC2	30128
FUNDC2P2	1519
FUOM	2872
FURIN	12456
FUS	14762
FUT1	7380
FUT10	102321
FUT11	3928
FUT2	9964
FUT3	8587
FUT4	6048
FUT5	4715
FUT6	9106
FUT7	2667
FUT8	333102
FUT8-AS1	2025
FUT9	199644
FUZ	6444
FXN	50549
FXR1	70306
FXR2	23668
FXYD1	3837
FXYD2	6344
FXYD3	7692
FXYD4	4692
FXYD5	15086
FXYD6	40147
FXYD6-FXYD2	56957
FXYD7	11052
FYB	131353
FYCO1	77926
FYN	123884
FYTTD1	34548
FZD1	4350
FZD10	3282
FZD10-AS1	10086
FZD2	3819
FZD3	80064
FZD4	9724
FZD5	6834
FZD6	34169
FZD7	3851
FZD8	3186
FZD9	2342
FZR1	19355
G0S2	1066
G2E3	60718
G3BP1	33440
G3BP2	30607
G6PC	13637
G6PC2	8761
G6PC3	5615
G6PD	15913
GAA	18325
GAB1	137736
GAB2	164562
GAB3	75957
GAB4	46286
GABARAP	2016
GABARAPL1	10236
GABARAPL2	11531
GABARAPL3	2917
GABBR1	29300
GABBR2	421116
GABPA	37478
GABPB1	73004
GABPB1-AS1	4133
GABPB2	47928
GABRA1	51553
GABRA2	140256
GABRA3	284198
GABRA4	74907
GABRA5	82288
GABRA6	16941
GABRB1	395153
GABRB2	259695
GABRB3	160339
GABRD	11425
GABRE	21556
GABRG1	88296
GABRG2	87898
GABRG3	535998
GABRG3-AS1	3585
GABRP	30328
GABRQ	15189
GABRR1	43652
GABRR2	58179
GABRR3	48622
GACAT1	63128
GACAT2	11766
GACAT3	35263
GAD1	35265
GAD2	86534
GADD45A	3162
GADD45B	2135
GADD45G	1543
GADD45GIP1	3099
GADL1	168462
GAGE1	9524
GAGE10	16199
GAGE12B	7265
GAGE12C	7362
GAGE12D	7383
GAGE12E	7362
GAGE12F	7397
GAGE12G	7363
GAGE12H	7362
GAGE12I	7289
GAGE12J	116080
GAGE13	106508
GAGE2A	74599
GAGE2B	7290
GAGE2C	29728
GAGE2D	13677
GAGE2E	27332
GAGE4	7291
GAGE5	7287
GAGE6	7324
GAGE7	7262
GAGE8	79332
GAK	83112
GAL	6661
GAL3ST1	10253
GAL3ST2	27463
GAL3ST3	8416
GAL3ST4	9509
GALC	60389
GALE	4708
GALK1	7263
GALK2	163354
GALM	68858
GALNS	43233
GALNT1	57266
GALNT10	230249
GALNT11	96674
GALNT12	42383
GALNT13	545831
GALNT14	225990
GALNT15	55070
GALNT16	94510
GALNT18	351141
GALNT2	154704
GALNT3	46491
GALNT4	5394
GALNT5	53574
GALNT6	39368
GALNT7	155215
GALNT8	52141
GALNT9	117323
GALNTL5	63556
GALNTL6	1226984
GALP	9756
GALR1	20089
GALR2	2741
GALR3	2114
GALT	4010
GAMT	4152
GAN	65233
GANAB	21901
GANC	43644
GAP43	98184
GAPDH	3704
GAPDHS	11908
GAPT	4924
GAPVD1	93944
GAR1	9228
GAREM	206964
GAREML	12760
GARNL3	129345
GARS	39468
GART	33574
GAS1	2828
GAS2	143170
GAS2L1	5794
GAS2L1P2	6275
GAS2L2	8368
GAS2L3	47976
GAS5	4087
GAS5-AS1	694
GAS6	43555
GAS6-AS1	27232
GAS6-AS2	2656
GAS7	144655
GAS8	23115
GAS8-AS1	994
GAST	3644
GATA1	7736
GATA2	10458
GATA2-AS1	14005
GATA3	20498
GATA3-AS1	1913
GATA4	55793
GATA5	12474
GATA6	33094
GATA6-AS1	2071
GATAD1	12620
GATAD2A	83346
GATAD2B	118249
GATB	90367
GATC	17316
GATM	17659
GATS	69508
GATSL2	66738
GATSL3	4510
GBA	8981
GBA2	12363
GBA3	119601
GBAP1	13710
GBAS	35606
GBE1	272101
GBF1	137402
GBGT1	10998
GBP1	13057
GBP1P1	17256
GBP2	20027
GBP3	16190
GBP4	17803
GBP5	13911
GBP6	24284
GBP7	44290
GBX1	18960
GBX2	2774
GC	56281
GCA	18566
GCAT	9134
GCC1	4973
GCC2	60278
GCDH	8871
GCFC2	35128
GCG	9536
GCGR	9882
GCH1	60819
GCHFR	3627
GCK	25063
GCKR	26845
GCLC	47788
GCLM	22423
GCM1	21865
